Vulnerability Type(s),Publish Date,Score
Exec Code Sql,04/01/2010,7.5
Bypass,04/01/2010,7.5
Exec Code Sql,04/01/2010,6.8
XSS CSRF,04/01/2010,4.3
XSS,04/01/2010,4.3
Exec Code Sql,04/01/2010,6.8
Exec Code Sql,04/01/2010,7.5
XSS,04/01/2010,3.5
,04/01/2010,5
XSS,04/01/2010,2.1
,04/01/2010,7.2
CSRF,04/01/2010,6.8
XSS,04/01/2010,4.3
DoS Overflow,04/01/2010,5
XSS,04/01/2010,4.3
Exec Code Sql,04/01/2010,7.5
Exec Code Sql,04/01/2010,7.5
Exec Code Overflow,04/01/2010,9.3
XSS,04/01/2010,4.3
XSS,04/01/2010,4.3
Bypass,04/01/2010,7.5
,04/01/2010,5
XSS,04/01/2010,4.3
Exec Code File Inclusion,04/01/2010,6.8
XSS,04/01/2010,4.3
Exec Code File Inclusion,04/01/2010,7.5
Exec Code Sql,04/01/2010,6.8
XSS,04/01/2010,4.3
CSRF,05/01/2010,6.8
Exec Code Sql,05/01/2010,7.5
XSS,05/01/2010,4.3
Exec Code Sql,05/01/2010,7.5
XSS,05/01/2010,4.3
XSS,05/01/2010,3.5
DoS,05/01/2010,5
Exec Code Sql,06/01/2010,7.5
Dir. Trav.,06/01/2010,7.5
,06/01/2010,5
Bypass,06/01/2010,7.5
Exec Code Sql,06/01/2010,7.5
Exec Code Sql,06/01/2010,7.5
Dir. Trav.,06/01/2010,6.8
XSS,06/01/2010,4.3
XSS,06/01/2010,4.3
XSS,06/01/2010,4.3
Exec Code Sql,06/01/2010,7.5
Exec Code Sql,06/01/2010,7.5
XSS,06/01/2010,4.3
Exec Code Sql,06/01/2010,7.5
XSS,06/01/2010,4.3
,07/01/2010,4.6
,07/01/2010,4.6
,07/01/2010,4.6
,07/01/2010,4.6
,07/01/2010,4.6
,07/01/2010,4.6
,07/01/2010,2.1
,07/01/2010,4.6
,07/01/2010,2.1
DoS,07/01/2010,5
DoS,07/01/2010,5
,07/01/2010,7.5
Exec Code Sql,07/01/2010,7.5
XSS,07/01/2010,4.3
XSS,07/01/2010,4.3
DoS Exec Code Overflow,07/01/2010,9.3
DoS,07/01/2010,5
XSS,07/01/2010,4.3
XSS,07/01/2010,4.3
XSS,07/01/2010,4.3
Exec Code,08/01/2010,7.5
Overflow,08/01/2010,7.5
,08/01/2010,4.6
Dir. Trav.,08/01/2010,6.8
Exec Code Overflow,08/01/2010,7.5
,08/01/2010,7.5
DoS Exec Code Overflow,08/01/2010,10
Exec Code Overflow,08/01/2010,10
DoS Mem. Corr.,09/01/2010,5
,09/01/2010,10
,09/01/2010,10
,09/01/2010,10
Dir. Trav.,09/01/2010,5
,09/01/2010,10
Exec Code,12/01/2010,6.8
DoS,12/01/2010,4.3
,12/01/2010,4.9
,12/01/2010,10
,12/01/2010,5
,12/01/2010,6.4
,12/01/2010,6
,12/01/2010,5
,12/01/2010,5
Exec Code Overflow,12/01/2010,10
,12/01/2010,10
,12/01/2010,4.3
,12/01/2010,4.3
,12/01/2010,5
,12/01/2010,5
,12/01/2010,5
Exec Code File Inclusion,12/01/2010,7.5
DoS,12/01/2010,5
XSS,12/01/2010,4.3
XSS,12/01/2010,4.3
Exec Code Sql,12/01/2010,7.5
Exec Code Sql,12/01/2010,7.5
Exec Code Sql,12/01/2010,7.5
Exec Code Sql,12/01/2010,7.5
XSS,12/01/2010,4.3
Exec Code Sql,12/01/2010,6
,12/01/2010,10
DoS,12/01/2010,7.8
Bypass,12/01/2010,7.8
,12/01/2010,4.3
,12/01/2010,9
,12/01/2010,4.9
,12/01/2010,3.2
,12/01/2010,1
,12/01/2010,4.9
,12/01/2010,3.6
,12/01/2010,4
Exec Code Overflow,13/01/2010,9.3
XSS,13/01/2010,4.3
Exec Code,13/01/2010,7.5
XSS,13/01/2010,4.3
,13/01/2010,5
XSS,13/01/2010,4.3
,13/01/2010,7.2
Exec Code,13/01/2010,7.2
Exec Code,13/01/2010,5
Exec Code,13/01/2010,5
Exec Code,13/01/2010,5
Exec Code,13/01/2010,5
Exec Code,13/01/2010,5
Exec Code,13/01/2010,5
Exec Code,13/01/2010,5
Exec Code,13/01/2010,5
Exec Code,13/01/2010,5
Exec Code,13/01/2010,5
DoS Exec Code,13/01/2010,10
Exec Code Overflow,13/01/2010,10
Exec Code Overflow,13/01/2010,10
DoS,13/01/2010,5
XSS,13/01/2010,10
Exec Code Mem. Corr. Bypass,13/01/2010,10
Exec Code,13/01/2010,10
Exec Code Overflow,13/01/2010,10
Exec Code Overflow,13/01/2010,10
,14/01/2010,5
,14/01/2010,5
DoS,14/01/2010,5
DoS,14/01/2010,5
,14/01/2010,6.8
,14/01/2010,6.8
,14/01/2010,7.2
,14/01/2010,7.5
Bypass,14/01/2010,3.7
,14/01/2010,2.1
Exec Code Sql,14/01/2010,7.5
DoS,14/01/2010,5
DoS,14/01/2010,9
Dir. Trav.,15/01/2010,7.5
XSS,15/01/2010,4.3
Dir. Trav.,15/01/2010,5
XSS,15/01/2010,4.3
XSS,15/01/2010,4.3
XSS,15/01/2010,4.3
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
,15/01/2010,5
XSS,15/01/2010,4.3
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
XSS,15/01/2010,4.3
Exec Code Sql,15/01/2010,7.5
Exec Code Sql,15/01/2010,7.5
XSS,15/01/2010,4.3
XSS,15/01/2010,4.3
XSS,15/01/2010,4.3
,15/01/2010,5
Exec Code Sql,15/01/2010,7.5
,15/01/2010,7.8
Exec Code Sql,15/01/2010,7.5
XSS,15/01/2010,4.3
XSS,15/01/2010,4.3
XSS,15/01/2010,4.3
,15/01/2010,6.9
DoS,15/01/2010,7.8
DoS Exec Code Overflow Mem. Corr.,15/01/2010,9.3
DoS Exec Code Mem. Corr.,15/01/2010,9.3
Exec Code Mem. Corr.,15/01/2010,9.3
Exec Code Overflow,18/01/2010,9.3
Exec Code Sql,18/01/2010,7.5
Dir. Trav.,18/01/2010,5
Dir. Trav.,18/01/2010,7.5
Exec Code Sql,18/01/2010,7.5
Exec Code Sql,18/01/2010,7.5
Exec Code File Inclusion,18/01/2010,7.5
Exec Code File Inclusion,18/01/2010,7.5
Exec Code Sql,18/01/2010,7.5
Exec Code Sql,18/01/2010,7.5
Exec Code Sql,18/01/2010,7.5
Exec Code Sql,18/01/2010,7.5
Exec Code Sql,18/01/2010,7.5
XSS,18/01/2010,4.3
Exec Code Sql,18/01/2010,7.5
Exec Code File Inclusion,18/01/2010,7.5
Bypass,19/01/2010,2.1
CSRF,19/01/2010,5
,19/01/2010,7.2
Exec Code Overflow,19/01/2010,10
DoS,19/01/2010,10
,19/01/2010,10
,19/01/2010,7.5
XSS,20/01/2010,2.6
,20/01/2010,5
DoS Overflow,20/01/2010,10
Overflow,20/01/2010,10
DoS Exec Code Overflow,20/01/2010,10
DoS Overflow,20/01/2010,10
XSS,20/01/2010,4.3
DoS Exec Code Overflow,20/01/2010,9.3
DoS Exec Code Overflow,20/01/2010,9.3
Exec Code Dir. Trav.,20/01/2010,10
Exec Code Overflow,20/01/2010,10
Exec Code,21/01/2010,9.3
Exec Code Mem. Corr.,21/01/2010,9.3
Exec Code Sql,21/01/2010,7.5
XSS,21/01/2010,4.3
Exec Code Sql,21/01/2010,7.5
XSS,21/01/2010,4.3
Exec Code Sql,21/01/2010,7.5
Exec Code Sql,21/01/2010,7.5
XSS,21/01/2010,4.3
XSS,21/01/2010,3.5
Exec Code File Inclusion,21/01/2010,7.5
Exec Code,21/01/2010,6.8
XSS,21/01/2010,4.3
Exec Code Overflow,21/01/2010,9.3
,21/01/2010,7.2
Exec Code Overflow,21/01/2010,10
DoS,21/01/2010,7.8
Exec Code Overflow Mem. Corr.,21/01/2010,9.3
Exec Code Overflow,21/01/2010,9.3
,22/01/2010,7.6
Exec Code Sql,22/01/2010,7.5
Bypass,22/01/2010,5
,22/01/2010,4
Exec Code Mem. Corr.,22/01/2010,9.3
Exec Code Mem. Corr.,22/01/2010,9.3
Exec Code Mem. Corr.,22/01/2010,9.3
Exec Code Mem. Corr.,22/01/2010,9.3
Exec Code Mem. Corr.,22/01/2010,9.3
Bypass,22/01/2010,7.5
,22/01/2010,4.3
,22/01/2010,9.3
DoS,25/01/2010,5
DoS,25/01/2010,7.5
DoS Overflow,25/01/2010,7.5
,25/01/2010,4.3
,25/01/2010,5
,25/01/2010,2.1
,25/01/2010,5
Exec Code Overflow,25/01/2010,9.3
DoS Exec Code Overflow,25/01/2010,9.3
DoS Exec Code Overflow,25/01/2010,9.3
Exec Code Overflow,25/01/2010,9.3
DoS Exec Code Overflow,25/01/2010,9.3
Exec Code Overflow,25/01/2010,9.3
Overflow,25/01/2010,9.3
Exec Code Overflow,25/01/2010,9.3
Exec Code Overflow Mem. Corr.,25/01/2010,9.3
,25/01/2010,4.3
,25/01/2010,6.8
Exec Code Overflow,26/01/2010,9.3
Exec Code Overflow,26/01/2010,7.5
Exec Code,26/01/2010,6.8
DoS,26/01/2010,7.1
DoS +Info,26/01/2010,5.4
Exec Code,26/01/2010,10
DoS,27/01/2010,7.8
,27/01/2010,1.9
Overflow,28/01/2010,6.5
Exec Code Sql,28/01/2010,6.5
XSS,28/01/2010,3.5
Exec Code Sql,28/01/2010,7.5
Exec Code Sql,28/01/2010,7.5
Exec Code Sql,28/01/2010,7.5
Exec Code Sql,28/01/2010,7.5
XSS,28/01/2010,4.3
Exec Code Sql,28/01/2010,7.5
,28/01/2010,8.5
,28/01/2010,6.4
,28/01/2010,10
Sql,28/01/2010,9
,28/01/2010,4.6
Dir. Trav.,28/01/2010,4.3
Bypass,28/01/2010,4.3
Dir. Trav.,28/01/2010,5.8
,28/01/2010,7.5
,28/01/2010,4.3
XSS,28/01/2010,4.3
Exec Code Overflow,28/01/2010,10
Bypass,28/01/2010,4.6
,29/01/2010,5
,29/01/2010,5
Bypass,29/01/2010,7.5
,29/01/2010,5
DoS Exec Code,29/01/2010,6.8
,29/01/2010,5
,29/01/2010,5
DoS Exec Code,29/01/2010,6.8
DoS,02/02/2010,5
Exec Code Sql,02/02/2010,7.5
XSS,02/02/2010,4.3
Exec Code Sql,02/02/2010,7.5
XSS,02/02/2010,4.3
Dir. Trav.,02/02/2010,5
DoS Overflow,02/02/2010,6.5
DoS Exec Code Overflow,02/02/2010,6.8
Exec Code Sql,02/02/2010,7.5
,02/02/2010,7.5
Dir. Trav. +Info,02/02/2010,6.4
Exec Code +Info,02/02/2010,4.3
DoS,03/02/2010,5
DoS,03/02/2010,4.9
XSS,03/02/2010,4.3
DoS,03/02/2010,4
DoS,03/02/2010,5
DoS Overflow,03/02/2010,7.5
DoS,03/02/2010,5
,03/02/2010,5
Mem. Corr. Bypass,03/02/2010,4.6
,03/02/2010,6.2
,03/02/2010,4.3
,03/02/2010,5
Bypass,04/02/2010,9.3
Bypass,04/02/2010,7.5
DoS Exec Code Overflow,04/02/2010,6.5
DoS Exec Code,04/02/2010,7.5
,04/02/2010,5
Bypass,04/02/2010,4
,04/02/2010,5
Bypass +Info,04/02/2010,7.8
DoS,04/02/2010,2.1
,04/02/2010,6.8
DoS,04/02/2010,5
DoS,04/02/2010,5
,04/02/2010,6.9
DoS,04/02/2010,5
Bypass,04/02/2010,4.3
DoS Exec Code,04/02/2010,6.8
,04/02/2010,5.5
,05/02/2010,7.5
,05/02/2010,7.5
DoS,05/02/2010,7.5
XSS,05/02/2010,4.3
,05/02/2010,1.5
,05/02/2010,4.3
XSS,05/02/2010,5
XSS,05/02/2010,4.3
XSS,05/02/2010,4.3
XSS,05/02/2010,4.3
XSS,05/02/2010,4.3
XSS,05/02/2010,2.6
XSS,05/02/2010,2.6
,05/02/2010,4.3
,05/02/2010,4.3
,05/02/2010,4.3
XSS,05/02/2010,2.6
,08/02/2010,5
DoS Exec Code Overflow,08/02/2010,6.8
DoS,08/02/2010,7.8
Exec Code,08/02/2010,4.6
DoS Overflow,08/02/2010,4.9
DoS Exec Code Overflow,08/02/2010,7.5
DoS,08/02/2010,5
DoS,08/02/2010,5
DoS,08/02/2010,6.4
,08/02/2010,1.9
DoS Overflow,09/02/2010,5
Exec Code,09/02/2010,10
Exec Code Sql,09/02/2010,6.5
Exec Code,09/02/2010,6.8
DoS Exec Code,09/02/2010,4.3
DoS,09/02/2010,4.3
DoS Exec Code Overflow,09/02/2010,4.3
DoS Exec Code Overflow,09/02/2010,10
DoS,09/02/2010,4.3
DoS Exec Code Overflow,09/02/2010,9.3
DoS Exec Code Bypass,09/02/2010,10
DoS Exec Code Overflow,09/02/2010,10
DoS,09/02/2010,5.8
DoS Exec Code Mem. Corr.,09/02/2010,9.3
Exec Code,10/02/2010,9.3
Exec Code Overflow,10/02/2010,9.3
Exec Code Overflow,10/02/2010,9.3
DoS,10/02/2010,7.8
Exec Code,10/02/2010,10
Exec Code,10/02/2010,10
Exec Code,10/02/2010,10
,10/02/2010,7.2
,10/02/2010,10
DoS,10/02/2010,6.3
Exec Code Overflow,10/02/2010,9.3
Exec Code Overflow,10/02/2010,9.3
Exec Code,10/02/2010,9.3
Exec Code,10/02/2010,9.3
Exec Code Overflow,10/02/2010,9.3
Exec Code Overflow,10/02/2010,9.3
Exec Code Overflow,10/02/2010,9.3
DoS,10/02/2010,4
,10/02/2010,6.9
DoS,10/02/2010,7.8
DoS Mem. Corr.,10/02/2010,7.1
Exec Code Overflow,10/02/2010,9
Exec Code +Priv,10/02/2010,9.3
Exec Code,10/02/2010,9.3
XSS,11/02/2010,4.3
Err:509,11/02/2010,7.5
XSS,11/02/2010,4.3
Exec Code Sql,11/02/2010,7.5
Dir. Trav.,11/02/2010,5
,11/02/2010,7.5
Exec Code Sql,11/02/2010,7.5
Exec Code Sql,11/02/2010,7.5
Exec Code Sql,11/02/2010,7.5
Exec Code Sql,11/02/2010,7.5
XSS,11/02/2010,4.3
XSS,11/02/2010,3.5
Exec Code Sql,11/02/2010,7.5
Exec Code,11/02/2010,10
Bypass,11/02/2010,7.2
Exec Code,11/02/2010,10
,11/02/2010,7.8
,11/02/2010,7.8
,11/02/2010,7.2
,11/02/2010,7.2
Exec Code,11/02/2010,9.3
CSRF,12/02/2010,6.8
XSS,12/02/2010,4.3
Exec Code Sql,12/02/2010,7.5
,12/02/2010,7.5
Bypass,12/02/2010,4.6
Exec Code Sql,12/02/2010,7.5
Exec Code Sql,12/02/2010,7.5
Exec Code Sql,12/02/2010,7.5
,12/02/2010,4.3
DoS,12/02/2010,6.8
DoS +Priv,12/02/2010,4.1
DoS +Priv,12/02/2010,6.5
DoS Exec Code Overflow,12/02/2010,7.2
DoS Exec Code Overflow,12/02/2010,7.5
Exec Code Dir. Trav.,12/02/2010,10
DoS,15/02/2010,5
CSRF,15/02/2010,6.8
DoS,15/02/2010,4.9
DoS,15/02/2010,2.1
DoS +Priv,15/02/2010,4.6
CSRF,15/02/2010,6.8
,15/02/2010,7.5
Dir. Trav.,15/02/2010,5
DoS,15/02/2010,4.3
Bypass,15/02/2010,6.8
Exec Code Overflow,15/02/2010,10
,15/02/2010,4.3
,16/02/2010,9.3
DoS Exec Code,16/02/2010,9.3
DoS Exec Code,16/02/2010,9.3
DoS Exec Code Overflow,16/02/2010,9.3
Exec Code Overflow,16/02/2010,9.3
,17/02/2010,5
XSS,17/02/2010,4.3
DoS,17/02/2010,4.6
DoS,17/02/2010,4.7
DoS,18/02/2010,5
,18/02/2010,5
DoS Overflow,18/02/2010,5
Bypass,18/02/2010,6.8
,18/02/2010,5
Exec Code,18/02/2010,9.3
DoS Exec Code Overflow Mem. Corr.,18/02/2010,9.3
,18/02/2010,9.3
,18/02/2010,4.3
DoS Exec Code,18/02/2010,9.3
,18/02/2010,4.3
,18/02/2010,4.3
,18/02/2010,4.3
,18/02/2010,4.3
Bypass,18/02/2010,2.6
DoS Overflow Mem. Corr.,18/02/2010,9.3
,18/02/2010,4.3
Exec Code,18/02/2010,9.3
Exec Code,18/02/2010,10
Exec Code Overflow,18/02/2010,9.3
,18/02/2010,4.3
,18/02/2010,4.3
Bypass +Info,18/02/2010,4.3
DoS Exec Code Overflow Mem. Corr.,18/02/2010,5
DoS Exec Code Overflow,18/02/2010,7.5
DoS,19/02/2010,5
,19/02/2010,5
DoS,19/02/2010,7.8
Bypass,19/02/2010,7.1
DoS,19/02/2010,5
DoS,19/02/2010,7.1
DoS,19/02/2010,7.8
DoS,19/02/2010,7.8
DoS,19/02/2010,7.8
DoS,19/02/2010,7.8
Exec Code Overflow,19/02/2010,10
DoS,19/02/2010,1.9
,19/02/2010,7.2
XSS,19/02/2010,4.3
,19/02/2010,9
Dir. Trav.,19/02/2010,7.8
Exec Code Bypass,19/02/2010,9
,22/02/2010,5
Dir. Trav.,22/02/2010,7.5
Exec Code Overflow,22/02/2010,9.3
Exec Code File Inclusion,22/02/2010,6.8
Exec Code Sql,22/02/2010,7.5
Dir. Trav.,22/02/2010,5
XSS,22/02/2010,4.3
,22/02/2010,5
Exec Code Sql,22/02/2010,7.5
Exec Code Sql,22/02/2010,7.5
Exec Code Sql,22/02/2010,7.5
,22/02/2010,5
DoS,22/02/2010,4.9
,22/02/2010,4.6
Bypass,22/02/2010,5.1
DoS,22/02/2010,7.8
DoS Exec Code,22/02/2010,9.3
XSS Bypass,22/02/2010,4.3
DoS Exec Code Mem. Corr.,22/02/2010,10
DoS Exec Code Mem. Corr.,22/02/2010,10
XSS,22/02/2010,4.3
Exec Code Sql,22/02/2010,7.5
XSS,22/02/2010,4.3
XSS Bypass,22/02/2010,5
Exec Code,22/02/2010,10
XSS,23/02/2010,4.3
Exec Code Sql,23/02/2010,7.5
Exec Code Sql,23/02/2010,7.5
XSS,23/02/2010,4.3
XSS,23/02/2010,4.3
Exec Code Sql,23/02/2010,7.5
XSS,23/02/2010,3.5
Dir. Trav.,23/02/2010,5
XSS,23/02/2010,4.3
Exec Code Sql,23/02/2010,7.5
Exec Code Sql,23/02/2010,7.5
Exec Code Sql,23/02/2010,7.5
Exec Code Sql,23/02/2010,7.5
Exec Code Sql,23/02/2010,7.5
,23/02/2010,5
,23/02/2010,4
,23/02/2010,9.3
DoS,23/02/2010,7.8
Exec Code Sql,23/02/2010,6.5
Dir. Trav.,23/02/2010,6.8
DoS Exec Code Overflow,23/02/2010,9.3
XSS,23/02/2010,4.3
XSS,24/02/2010,4.3
XSS,24/02/2010,2.6
Exec Code Dir. Trav.,24/02/2010,9.3
,24/02/2010,6.9
DoS,24/02/2010,5
Bypass,24/02/2010,4
DoS,24/02/2010,4.3
,24/02/2010,7.5
Bypass,24/02/2010,5.6
,24/02/2010,2.1
,24/02/2010,3.3
CSRF,25/02/2010,6.8
Exec Code Sql,25/02/2010,7.5
CSRF,25/02/2010,6.8
DoS,25/02/2010,5
CSRF,25/02/2010,6.8
XSS,25/02/2010,4.3
DoS Exec Code +Priv Mem. Corr.,25/02/2010,7.2
Exec Code,25/02/2010,6
,25/02/2010,4.4
DoS,25/02/2010,3.3
Exec Code,25/02/2010,7.5
DoS,25/02/2010,5
DoS,25/02/2010,5
Dir. Trav.,26/02/2010,6.8
Dir. Trav.,26/02/2010,7.5
Exec Code Sql,26/02/2010,7.5
Exec Code,26/02/2010,6.5
,26/02/2010,5.8
Exec Code File Inclusion,26/02/2010,7.5
XSS,26/02/2010,4.3
Exec Code Sql,26/02/2010,7.5
,26/02/2010,5
XSS,26/02/2010,4.3
Exec Code Sql,26/02/2010,7.5
Exec Code Sql,26/02/2010,7.5
Exec Code Sql,26/02/2010,7.5
Exec Code Sql,26/02/2010,7.5
Exec Code Sql,26/02/2010,7.5
DoS,26/02/2010,4.7
DoS Overflow,26/02/2010,4.3
,26/02/2010,7.5
XSS,26/02/2010,3.5
,26/02/2010,6.8
XSS,26/02/2010,4.3
Exec Code CSRF,26/02/2010,6.8
Exec Code Sql,26/02/2010,6.5
Exec Code,26/02/2010,10
,26/02/2010,7.5
,26/02/2010,6.8
,26/02/2010,5
,26/02/2010,7.5
Exec Code Overflow,26/02/2010,9
DoS Exec Code Overflow,26/02/2010,9
DoS,26/02/2010,2.6
DoS,26/02/2010,7.8
XSS,02/03/2010,4.3
Exec Code Sql,02/03/2010,7.5
Exec Code Sql,02/03/2010,7.5
Dir. Trav.,02/03/2010,3.5
Exec Code Sql,02/03/2010,7.5
Dir. Trav.,02/03/2010,5
Exec Code Sql,02/03/2010,7.5
XSS,02/03/2010,4.3
Exec Code Sql,02/03/2010,7.5
Exec Code Sql,02/03/2010,7.5
,02/03/2010,3.3
DoS +Priv +Info,02/03/2010,4.4
,02/03/2010,4.4
,02/03/2010,5
Exec Code Sql,02/03/2010,7.5
Exec Code Sql,02/03/2010,7.5
Exec Code Sql,02/03/2010,7.5
Exec Code Sql,02/03/2010,7.5
XSS,02/03/2010,4.3
DoS,03/03/2010,5
DoS,03/03/2010,5
Bypass,03/03/2010,6.9
DoS,03/03/2010,7.8
XSS CSRF,03/03/2010,6.8
XSS CSRF,03/03/2010,4.3
Exec Code Overflow,03/03/2010,7.6
,03/03/2010,10
Exec Code Overflow,03/03/2010,7.6
Exec Code Overflow,03/03/2010,9.3
Exec Code,03/03/2010,7.6
DoS,03/03/2010,7.8
,03/03/2010,3.3
,03/03/2010,3.3
Exec Code Overflow,03/03/2010,9.3
XSS,03/03/2010,4.3
DoS Overflow,03/03/2010,4.3
Exec Code Overflow,03/03/2010,10
DoS,03/03/2010,4.3
DoS,03/03/2010,4
,03/03/2010,7.5
DoS Exec Code Overflow,03/03/2010,9.3
,05/03/2010,4.6
Exec Code,05/03/2010,7.1
Dir. Trav.,05/03/2010,6.8
DoS,05/03/2010,5
DoS,05/03/2010,5
DoS,05/03/2010,5
DoS,05/03/2010,5
,05/03/2010,4
XSS,05/03/2010,4.3
,05/03/2010,1.9
DoS,05/03/2010,7.8
DoS Overflow,05/03/2010,7.8
DoS,05/03/2010,7.8
DoS,05/03/2010,7.8
DoS,05/03/2010,7.8
,05/03/2010,8.5
,05/03/2010,7.1
Exec Code +Priv,05/03/2010,8.5
Exec Code,05/03/2010,10
,05/03/2010,4.3
DoS,05/03/2010,4.3
Exec Code,05/03/2010,10
DoS +Priv,05/03/2010,4.4
DoS,05/03/2010,5
,05/03/2010,6.9
DoS,05/03/2010,4.3
Exec Code Overflow,05/03/2010,9.3
,05/03/2010,7.5
,05/03/2010,7.5
Exec Code Sql,05/03/2010,7.5
Dir. Trav.,05/03/2010,7.5
Bypass,05/03/2010,7.5
,05/03/2010,7.5
Exec Code Sql,05/03/2010,7.5
Exec Code Overflow,05/03/2010,9.3
Exec Code Sql,05/03/2010,6.5
Exec Code File Inclusion,05/03/2010,7.5
Dir. Trav.,05/03/2010,5
,05/03/2010,10
Exec Code Overflow,05/03/2010,10
Exec Code Overflow,05/03/2010,10
Exec Code Overflow,05/03/2010,10
Exec Code Sql,08/03/2010,7.5
Exec Code Sql,08/03/2010,7.5
Dir. Trav.,08/03/2010,5
Dir. Trav.,08/03/2010,5
Dir. Trav.,08/03/2010,5
XSS,08/03/2010,4.3
XSS,08/03/2010,4.3
,08/03/2010,5
XSS,08/03/2010,4.3
,08/03/2010,7.5
XSS,08/03/2010,4.3
Dir. Trav.,08/03/2010,7.5
XSS,08/03/2010,4.3
XSS,08/03/2010,4.3
,10/03/2010,5
Overflow +Priv,10/03/2010,7.2
Overflow +Priv,10/03/2010,7.2
XSS,10/03/2010,4.3
Dir. Trav.,10/03/2010,6.8
Dir. Trav.,10/03/2010,6.8
Exec Code Sql,10/03/2010,7.5
Exec Code Sql,10/03/2010,7.5
Exec Code Sql,10/03/2010,7.5
Dir. Trav.,10/03/2010,6.8
Exec Code Sql,10/03/2010,6.8
Exec Code Sql,10/03/2010,7.5
Exec Code Sql,10/03/2010,7.5
XSS,10/03/2010,4.3
Exec Code Sql,10/03/2010,6.8
XSS,10/03/2010,4.3
Dir. Trav.,10/03/2010,3.5
Exec Code Mem. Corr.,10/03/2010,9.3
DoS,10/03/2010,2.1
,10/03/2010,2.1
Bypass,10/03/2010,8.5
Exec Code,10/03/2010,10
Exec Code,10/03/2010,10
Exec Code Overflow,10/03/2010,9.3
Exec Code,10/03/2010,9.3
Exec Code,10/03/2010,9.3
Exec Code,10/03/2010,9.3
Exec Code Overflow,10/03/2010,9.3
Exec Code Overflow,10/03/2010,9.3
Exec Code,10/03/2010,9.3
Exec Code Mem. Corr.,10/03/2010,9.3
,10/03/2010,9.3
XSS,10/03/2010,4.3
Exec Code Sql,10/03/2010,7.5
Exec Code Sql,10/03/2010,7.5
XSS,10/03/2010,4.3
Exec Code File Inclusion,10/03/2010,7.5
XSS,10/03/2010,4.3
Exec Code Sql,10/03/2010,7.5
XSS,10/03/2010,4.3
Exec Code Sql,10/03/2010,7.5
XSS,10/03/2010,4.3
Exec Code Sql,10/03/2010,7.5
XSS,10/03/2010,4.3
XSS,10/03/2010,4.3
XSS,10/03/2010,4.3
Dir. Trav.,10/03/2010,7.5
XSS,10/03/2010,4.3
XSS,10/03/2010,4.3
Exec Code Sql,10/03/2010,7.5
DoS Exec Code Overflow Mem. Corr.,15/03/2010,6.8
Dir. Trav.,15/03/2010,5.8
,15/03/2010,2.1
,15/03/2010,5
Exec Code Sql,15/03/2010,7.5
DoS Exec Code,15/03/2010,9.3
DoS Exec Code,15/03/2010,9.3
DoS Exec Code,15/03/2010,9.3
,15/03/2010,4.3
DoS Exec Code,15/03/2010,9.3
DoS Exec Code,15/03/2010,9.3
DoS Exec Code,15/03/2010,9.3
DoS Exec Code,15/03/2010,9.3
DoS Exec Code Mem. Corr.,15/03/2010,9.3
Exec Code,15/03/2010,9.3
,15/03/2010,4.3
DoS Exec Code Mem. Corr.,15/03/2010,9.3
,15/03/2010,4.3
,15/03/2010,4.3
DoS Exec Code Overflow,15/03/2010,9.3
Exec Code Sql,15/03/2010,7.5
XSS,15/03/2010,4.3
XSS,15/03/2010,4.3
XSS,15/03/2010,4.3
XSS,15/03/2010,4.3
XSS,15/03/2010,4.3
Exec Code Sql,15/03/2010,7.5
Exec Code Sql,15/03/2010,7.5
Exec Code Sql,15/03/2010,7.5
Exec Code Sql,15/03/2010,7.5
Exec Code Sql,15/03/2010,7.5
XSS,15/03/2010,4.3
XSS,15/03/2010,4.3
XSS,15/03/2010,4.3
,15/03/2010,5
Exec Code Sql,15/03/2010,7.5
Exec Code Sql,15/03/2010,7.5
Exec Code Sql,15/03/2010,7.5
Dir. Trav.,15/03/2010,5
XSS,15/03/2010,4.3
Exec Code Sql,15/03/2010,7.5
Exec Code Overflow,15/03/2010,9.3
Dir. Trav.,16/03/2010,7.5
,16/03/2010,5
Exec Code File Inclusion,16/03/2010,6.8
Dir. Trav.,16/03/2010,4.3
Exec Code Sql,16/03/2010,7.5
Exec Code Sql,16/03/2010,7.5
XSS,16/03/2010,4.3
,16/03/2010,5
,16/03/2010,5
,16/03/2010,7.5
Exec Code File Inclusion,16/03/2010,7.5
Exec Code Sql,16/03/2010,7.5
Exec Code Sql,16/03/2010,7.5
Dir. Trav.,16/03/2010,7.5
XSS,16/03/2010,2.1
Exec Code Sql,16/03/2010,7.5
DoS,16/03/2010,5
Exec Code Sql,16/03/2010,7.5
Dir. Trav.,16/03/2010,5.1
Exec Code File Inclusion,16/03/2010,6.8
,16/03/2010,5
Exec Code Sql,16/03/2010,7.5
XSS,16/03/2010,4.3
DoS Exec Code Overflow,16/03/2010,7.5
,16/03/2010,6.9
DoS,16/03/2010,4.7
