Vulnerability Type(s),Publish Date,Score
XSS,17/09/2012,4.3
,17/09/2012,6.4
CSRF,17/09/2012,6.8
XSS,17/09/2012,4.3
XSS,17/09/2012,4.3
,17/09/2012,5
CSRF,17/09/2012,6.8
CSRF,17/09/2012,6.8
XSS,17/09/2012,4.3
Exec Code,17/09/2012,6.8
,17/09/2012,6
Exec Code Sql,17/09/2012,7.5
Exec Code Sql,17/09/2012,6.8
Bypass CSRF,17/09/2012,5
,17/09/2012,5
Exec Code Sql,17/09/2012,6.8
XSS,17/09/2012,4.3
,17/09/2012,4.3
Exec Code,18/09/2012,9.3
Exec Code +Priv,18/09/2012,6.9
,18/09/2012,4
DoS Exec Code Overflow,18/09/2012,6.8
DoS Exec Code Overflow,18/09/2012,6.8
Exec Code +Priv,18/09/2012,6.9
,18/09/2012,4.3
Exec Code Sql,18/09/2012,7.5
XSS,18/09/2012,4.3
,18/09/2012,5
DoS CSRF,18/09/2012,6.8
CSRF,18/09/2012,6.8
XSS,18/09/2012,2.1
XSS,18/09/2012,2.1
XSS,18/09/2012,2.1
XSS,18/09/2012,2.1
Exec Code Sql,18/09/2012,6.8
,18/09/2012,4
XSS,18/09/2012,2.1
DoS Exec Code Overflow,18/09/2012,7.5
DoS Overflow,18/09/2012,4.3
Exec Code,18/09/2012,6.8
,19/09/2012,5
Exec Code Overflow,19/09/2012,9.3
CSRF,19/09/2012,6.8
CSRF,19/09/2012,6.8
Exec Code,19/09/2012,6.8
Exec Code Overflow,19/09/2012,6.8
DoS Exec Code,19/09/2012,7.5
Exec Code Sql,19/09/2012,7.5
DoS,19/09/2012,6.1
XSS,19/09/2012,4.3
Dir. Trav.,19/09/2012,7.5
Exec Code Sql,19/09/2012,7.5
XSS,19/09/2012,4.3
Exec Code Sql,19/09/2012,6.5
,19/09/2012,7.5
Exec Code Overflow,19/09/2012,9
Bypass,19/09/2012,5.5
,19/09/2012,5
,19/09/2012,5
,19/09/2012,4.9
Bypass,19/09/2012,4
Bypass,19/09/2012,4
XSS,19/09/2012,4.3
Exec Code,19/09/2012,10
,19/09/2012,5
XSS,19/09/2012,4.3
XSS,19/09/2012,4.3
Exec Code Sql,19/09/2012,7.5
XSS,19/09/2012,3.5
XSS,19/09/2012,2.1
XSS,19/09/2012,3.5
XSS,19/09/2012,2.1
Exec Code Sql,19/09/2012,6
CSRF,19/09/2012,6.8
XSS,19/09/2012,2.1
CSRF,19/09/2012,6.8
XSS,19/09/2012,2.1
XSS,19/09/2012,2.1
XSS,19/09/2012,3.5
XSS,19/09/2012,3.5
Exec Code Sql,19/09/2012,6
Exec Code,19/09/2012,6
XSS,19/09/2012,4.3
XSS,19/09/2012,4.3
Exec Code Overflow,19/09/2012,10
DoS Overflow,19/09/2012,4.3
DoS Exec Code Overflow Mem. Corr.,20/09/2012,6.8
,20/09/2012,4.3
DoS Overflow,20/09/2012,5
,20/09/2012,5
,20/09/2012,5
,20/09/2012,5
Bypass,20/09/2012,1.9
Bypass,20/09/2012,2.1
Bypass,20/09/2012,2.1
Bypass +Info,20/09/2012,3.6
,20/09/2012,2.1
Bypass,20/09/2012,4.6
,20/09/2012,2.1
Bypass,20/09/2012,1.9
,20/09/2012,4.3
,20/09/2012,6.4
Bypass,20/09/2012,2.1
,20/09/2012,4.3
,20/09/2012,1.9
,20/09/2012,6.9
Exec Code Overflow,20/09/2012,6.8
DoS Exec Code,20/09/2012,6.8
,20/09/2012,3.3
,20/09/2012,5
DoS Exec Code Overflow Mem. Corr.,20/09/2012,4.6
DoS Exec Code,20/09/2012,6.8
,20/09/2012,5
,20/09/2012,4.3
Exec Code,20/09/2012,6.8
,20/09/2012,2.1
DoS Exec Code Overflow,20/09/2012,7.5
,20/09/2012,4.3
,20/09/2012,4.3
,20/09/2012,4.3
DoS Exec Code Overflow,20/09/2012,7.5
XSS,20/09/2012,4.3
XSS,20/09/2012,2.1
XSS,20/09/2012,2.1
XSS,20/09/2012,2.1
XSS,20/09/2012,4.3
XSS,20/09/2012,4.3
XSS,20/09/2012,4.3
Exec Code Sql,20/09/2012,7.5
XSS,20/09/2012,4.3
XSS,20/09/2012,4.3
XSS,20/09/2012,4.3
XSS,20/09/2012,4.3
XSS,20/09/2012,4.3
XSS,20/09/2012,4.3
,21/09/2012,6.4
Exec Code,21/09/2012,9.3
Exec Code,21/09/2012,9.3
Exec Code,21/09/2012,9.3
Exec Code,21/09/2012,9.3
XSS,23/09/2012,4.3
XSS,23/09/2012,4.3
XSS,23/09/2012,4.3
XSS,23/09/2012,4.3
Exec Code Sql,23/09/2012,7.5
Dir. Trav.,23/09/2012,5
XSS,23/09/2012,4.3
Exec Code Sql,23/09/2012,7.5
Exec Code Sql,23/09/2012,7.5
Exec Code Sql,23/09/2012,7.5
XSS,23/09/2012,4.3
Exec Code Sql,23/09/2012,7.5
CSRF,23/09/2012,6.8
CSRF,23/09/2012,6.8
CSRF,23/09/2012,6.8
XSS,23/09/2012,4.3
XSS,23/09/2012,2.6
XSS,23/09/2012,4.3
XSS,23/09/2012,4.3
Exec Code Overflow,24/09/2012,9.3
Exec Code,24/09/2012,9.3
,24/09/2012,4.3
XSS,25/09/2012,4.3
XSS,25/09/2012,4.3
Exec Code Sql,25/09/2012,6.5
Exec Code,25/09/2012,7.5
XSS,25/09/2012,4.3
DoS,25/09/2012,7.8
Exec Code Overflow,25/09/2012,9
Dir. Trav.,25/09/2012,9
Bypass,25/09/2012,3.3
,25/09/2012,6.8
Dir. Trav.,25/09/2012,6.4
,25/09/2012,6.8
DoS,25/09/2012,2.6
DoS +Info,25/09/2012,10
Exec Code,25/09/2012,7.5
Exec Code,25/09/2012,10
Exec Code,25/09/2012,10
Exec Code,25/09/2012,10
Exec Code,25/09/2012,10
Exec Code,25/09/2012,10
,25/09/2012,5
Dir. Trav.,25/09/2012,7.8
Bypass,25/09/2012,8.5
DoS,25/09/2012,5
,25/09/2012,5
XSS,25/09/2012,4.3
Dir. Trav.,25/09/2012,6.4
XSS,25/09/2012,4.3
XSS,25/09/2012,4.3
XSS,25/09/2012,4.3
Exec Code Sql,25/09/2012,7.5
,25/09/2012,4.3
XSS,25/09/2012,4.3
Exec Code Sql,25/09/2012,7.5
XSS,25/09/2012,4.3
Exec Code,25/09/2012,7.5
DoS Overflow,25/09/2012,2.1
DoS,26/09/2012,7.8
DoS,26/09/2012,7.1
DoS,26/09/2012,7.8
DoS,26/09/2012,7.8
DoS,26/09/2012,7.8
DoS,26/09/2012,7.8
DoS,26/09/2012,7.1
DoS,26/09/2012,7.1
DoS,26/09/2012,7.8
Exec Code Overflow,26/09/2012,10
DoS Overflow,26/09/2012,7.5
DoS Overflow,26/09/2012,6.8
DoS,26/09/2012,6.8
DoS,26/09/2012,6.8
Bypass,26/09/2012,5
,26/09/2012,5
DoS,26/09/2012,6.8
XSS,26/09/2012,4.3
DoS,26/09/2012,7.5
DoS,26/09/2012,7.5
XSS,26/09/2012,4.3
DoS,26/09/2012,7.5
DoS Overflow,26/09/2012,5
DoS Overflow,26/09/2012,7.5
DoS,26/09/2012,6.8
DoS Overflow,26/09/2012,7.5
DoS,26/09/2012,7.5
DoS Overflow,26/09/2012,4.3
DoS,26/09/2012,7.5
DoS,26/09/2012,5
DoS Overflow,26/09/2012,7.5
,26/09/2012,6.8
DoS Overflow,26/09/2012,7.5
,28/09/2012,10
Overflow,28/09/2012,10
DoS,28/09/2012,7.8
DoS,28/09/2012,7.8
XSS,28/09/2012,4.3
CSRF,28/09/2012,6.8
CSRF,28/09/2012,6.8
,28/09/2012,4.3
,28/09/2012,4.3
,28/09/2012,5.8
,28/09/2012,6.4
,28/09/2012,4
,28/09/2012,4.9
Exec Code Sql,28/09/2012,7.5
,28/09/2012,4.9
Exec Code CSRF,28/09/2012,6.8
DoS,28/09/2012,4
Exec Code Sql,28/09/2012,7.5
XSS,28/09/2012,4.3
,28/09/2012,5.8
,28/09/2012,5
DoS,28/09/2012,5
Bypass,28/09/2012,5
,28/09/2012,6.8
Dir. Trav.,28/09/2012,5
Exec Code,28/09/2012,9.3
Exec Code Overflow,28/09/2012,10
Bypass,30/09/2012,6
XSS,30/09/2012,4.3
Exec Code,30/09/2012,7.5
,30/09/2012,5
,30/09/2012,6.8
DoS Exec Code Overflow,30/09/2012,7.5
,30/09/2012,1.2
Exec Code,30/09/2012,6.8
,30/09/2012,5
Exec Code,30/09/2012,7.5
,30/09/2012,4
,30/09/2012,5
,30/09/2012,4
DoS,30/09/2012,3.5
XSS,30/09/2012,4.3
,01/10/2012,5.8
XSS,01/10/2012,2.1
XSS,01/10/2012,4.3
Exec Code,01/10/2012,7.5
,01/10/2012,7.5
XSS,01/10/2012,4.3
XSS,01/10/2012,4.3
Exec Code Sql,01/10/2012,7.5
XSS,01/10/2012,4.3
XSS,01/10/2012,4.3
Exec Code File Inclusion,01/10/2012,7.5
Exec Code,01/10/2012,7.5
,01/10/2012,2.1
,01/10/2012,5
XSS,01/10/2012,4.3
Bypass,01/10/2012,3.5
,01/10/2012,6.5
DoS,01/10/2012,5
,01/10/2012,5
DoS Overflow,01/10/2012,5
XSS,01/10/2012,4.3
CSRF,01/10/2012,6.8
XSS,01/10/2012,3.5
CSRF,01/10/2012,4.3
XSS,01/10/2012,4.3
Exec Code Sql,01/10/2012,7.5
Bypass,01/10/2012,7.5
DoS,01/10/2012,6
Dir. Trav.,01/10/2012,5
XSS,01/10/2012,4.3
XSS,01/10/2012,4.3
CSRF,01/10/2012,6.8
DoS Overflow,01/10/2012,2.1
,01/10/2012,6.9
Bypass,02/10/2012,5.8
,02/10/2012,5
,02/10/2012,7.2
,02/10/2012,7.2
DoS,03/10/2012,5.4
,03/10/2012,1.9
DoS,03/10/2012,6.2
DoS +Info,03/10/2012,5.6
,03/10/2012,4
,03/10/2012,4.9
,03/10/2012,2.1
DoS,03/10/2012,7.8
DoS Overflow,03/10/2012,7.6
DoS,03/10/2012,4.9
DoS,03/10/2012,4.9
Bypass,03/10/2012,3.3
,04/10/2012,5
Exec Code Sql,04/10/2012,7.5
,04/10/2012,7.5
,04/10/2012,5
Exec Code Sql,04/10/2012,7.5
XSS,04/10/2012,4.3
XSS,04/10/2012,4.3
Exec Code Sql,04/10/2012,7.5
Exec Code File Inclusion,04/10/2012,7.5
Exec Code Sql,04/10/2012,7.5
Exec Code Sql,04/10/2012,7.5
Exec Code Sql,04/10/2012,7.5
Exec Code Sql,04/10/2012,7.5
Exec Code Sql,04/10/2012,7.5
DoS Overflow,04/10/2012,5.8
DoS,04/10/2012,3.3
DoS,04/10/2012,3.3
DoS Overflow,04/10/2012,5
,04/10/2012,5
CSRF,04/10/2012,6.8
XSS,04/10/2012,4.3
XSS,04/10/2012,4.3
XSS,04/10/2012,4.3
,04/10/2012,1.9
Exec Code Sql,04/10/2012,7.5
,05/10/2012,6.9
Dir. Trav.,05/10/2012,5
XSS,05/10/2012,4.3
,05/10/2012,6.9
Exec Code Overflow,05/10/2012,9.3
Exec Code Overflow,05/10/2012,9.3
DoS Exec Code Overflow Mem. Corr.,05/10/2012,9.3
,05/10/2012,6.9
Bypass,05/10/2012,4.7
XSS,05/10/2012,4.3
DoS,05/10/2012,5
DoS,05/10/2012,5
DoS Exec Code Overflow,06/10/2012,9.3
XSS,06/10/2012,4.3
,06/10/2012,7.5
XSS,06/10/2012,4.3
XSS,06/10/2012,3.5
Bypass,06/10/2012,5
Sql,06/10/2012,7.5
,06/10/2012,7.5
XSS,06/10/2012,4.3
Exec Code,06/10/2012,6.8
Dir. Trav.,06/10/2012,6
XSS,06/10/2012,4.3
Exec Code Overflow,06/10/2012,4.6
Exec Code,06/10/2012,7.5
CSRF,07/10/2012,6.8
,07/10/2012,5
XSS,07/10/2012,4.3
XSS,07/10/2012,4.3
,07/10/2012,2.6
DoS,07/10/2012,7.8
Dir. Trav.,07/10/2012,4.3
Bypass,07/10/2012,4.9
,07/10/2012,4.3
XSS,07/10/2012,4.3
Dir. Trav.,08/10/2012,4
Exec Code Sql,08/10/2012,7.5
Exec Code Sql,08/10/2012,7.5
DoS,08/10/2012,5
Dir. Trav.,08/10/2012,6.8
XSS,08/10/2012,4.3
DoS Overflow,08/10/2012,4
Exec Code Sql,08/10/2012,6.5
Exec Code Sql,08/10/2012,6.5
CSRF,08/10/2012,6.8
XSS,08/10/2012,2.1
Exec Code Overflow,08/10/2012,9.3
CSRF,08/10/2012,6.8
XSS,08/10/2012,4.3
,08/10/2012,5.8
CSRF,08/10/2012,6.8
CSRF,08/10/2012,6.8
Exec Code,08/10/2012,6.8
Exec Code Sql,08/10/2012,7.5
XSS,08/10/2012,3.5
XSS,08/10/2012,4.3
XSS,08/10/2012,4.3
Exec Code Sql,08/10/2012,7.5
Exec Code Sql,08/10/2012,7.5
DoS Exec Code Overflow,08/10/2012,9.3
Exec Code Sql,08/10/2012,7.5
,08/10/2012,6.8
CSRF,08/10/2012,6.8
XSS,08/10/2012,2.6
XSS,08/10/2012,4.3
,08/10/2012,5.8
Dir. Trav.,08/10/2012,6.8
CSRF,08/10/2012,6.8
CSRF,08/10/2012,6.8
Exec Code Overflow,08/10/2012,9.3
Exec Code,08/10/2012,6.8
XSS,08/10/2012,4.3
Dir. Trav.,08/10/2012,5
Exec Code,08/10/2012,7.5
XSS,08/10/2012,4.3
,08/10/2012,4
Dir. Trav.,08/10/2012,4
Exec Code,08/10/2012,6.5
Exec Code Sql,08/10/2012,7.5
Exec Code File Inclusion,08/10/2012,7.5
DoS,08/10/2012,5
Bypass,08/10/2012,6.8
,08/10/2012,4.3
Bypass,08/10/2012,5
XSS,08/10/2012,4.3
Exec Code Sql,08/10/2012,7.5
Bypass,09/10/2012,5.8
Bypass,09/10/2012,5.8
Bypass,09/10/2012,6.4
Exec Code Sql,09/10/2012,6
XSS,09/10/2012,2.6
Exec Code Sql,09/10/2012,6.8
Exec Code,09/10/2012,7.5
XSS,09/10/2012,4.3
DoS Overflow,09/10/2012,5
Dir. Trav.,09/10/2012,5
XSS,09/10/2012,4.3
Exec Code Sql,09/10/2012,7.5
XSS,09/10/2012,4.3
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
Exec Code Overflow,09/10/2012,10
Exec Code Overflow,09/10/2012,10
Exec Code Overflow,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
Exec Code Overflow,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
Exec Code Overflow,09/10/2012,10
Exec Code Overflow,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
Exec Code Overflow,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
Exec Code Overflow,09/10/2012,10
Exec Code Overflow,09/10/2012,10
Exec Code Overflow,09/10/2012,10
DoS Exec Code Overflow Mem. Corr.,09/10/2012,10
Exec Code Overflow,09/10/2012,10
Exec Code Overflow,09/10/2012,10
Exec Code Overflow,09/10/2012,10
Exec Code Overflow,09/10/2012,10
,09/10/2012,7.5
DoS,09/10/2012,5
DoS,09/10/2012,5
Exec Code,09/10/2012,9.3
,09/10/2012,4
,09/10/2012,7.5
,09/10/2012,2.1
Bypass,09/10/2012,2.1
Bypass,09/10/2012,5.8
,09/10/2012,5
XSS,09/10/2012,4.3
CSRF,09/10/2012,6.8
DoS,09/10/2012,7.8
DoS,09/10/2012,5
DoS,09/10/2012,5
DoS,09/10/2012,7.5
XSS,09/10/2012,4.3
DoS,09/10/2012,5
DoS Exec Code Overflow Mem. Corr.,09/10/2012,9.3
Overflow +Priv,09/10/2012,7.2
Exec Code,09/10/2012,9.3
XSS,09/10/2012,4.3
Exec Code Mem. Corr.,09/10/2012,9.3
Dir. Trav.,09/10/2012,6.8
XSS,09/10/2012,4.3
,10/10/2012,5.8
,10/10/2012,3.3
,10/10/2012,6.8
DoS,10/10/2012,7.8
,10/10/2012,2.1
DoS +Info,10/10/2012,6.6
DoS Exec Code Overflow,10/10/2012,6.5
Exec Code,10/10/2012,5.1
,10/10/2012,6.2
,10/10/2012,2.9
DoS Overflow,10/10/2012,4.3
,10/10/2012,4
Exec Code Overflow,10/10/2012,10
DoS Exec Code Overflow Mem. Corr.,10/10/2012,10
Exec Code Overflow,10/10/2012,10
DoS Exec Code Overflow Mem. Corr.,10/10/2012,10
Exec Code,10/10/2012,9.3
DoS Exec Code Mem. Corr.,10/10/2012,10
DoS Exec Code Mem. Corr.,10/10/2012,10
DoS Exec Code Mem. Corr.,10/10/2012,10
Exec Code Overflow,10/10/2012,10
DoS Exec Code Mem. Corr.,10/10/2012,10
DoS Exec Code Overflow,10/10/2012,10
XSS,10/10/2012,4.3
Exec Code,10/10/2012,9.3
XSS,10/10/2012,5.8
Bypass,10/10/2012,9.3
Exec Code,10/10/2012,10
DoS Exec Code,10/10/2012,9.3
Exec Code,10/10/2012,9.3
Bypass,10/10/2012,4
Bypass,10/10/2012,6.4
XSS,10/10/2012,4.3
,10/10/2012,6.8
DoS Exec Code Mem. Corr.,10/10/2012,10
DoS Exec Code Mem. Corr.,10/10/2012,10
,10/10/2012,3.6
XSS,10/10/2012,4.3
,10/10/2012,2.9
DoS Dir. Trav.,10/10/2012,4.3
Dir. Trav.,11/10/2012,6.8
Exec Code,11/10/2012,7.5
XSS,11/10/2012,4.3
,11/10/2012,6.2
,11/10/2012,6
,11/10/2012,6
,11/10/2012,6
,11/10/2012,6
,11/10/2012,6
,11/10/2012,6
Bypass,11/10/2012,9.3
Exec Code,11/10/2012,10
Exec Code Bypass,12/10/2012,9.3
Bypass,12/10/2012,4.3
DoS Exec Code Overflow Mem. Corr.,12/10/2012,10
DoS Exec Code Overflow Mem. Corr.,12/10/2012,10
DoS Exec Code Overflow,12/10/2012,9.3
,16/10/2012,7.6
,16/10/2012,10
,16/10/2012,10
,16/10/2012,10
,16/10/2012,0
,16/10/2012,7.6
,16/10/2012,10
,16/10/2012,5
,16/10/2012,5
,16/10/2012,7.6
,16/10/2012,5
,16/10/2012,10
,16/10/2012,2.6
,16/10/2012,10
,16/10/2012,5
,16/10/2012,6.4
,16/10/2012,5
,16/10/2012,5
,16/10/2012,6.4
,16/10/2012,5
,16/10/2012,5.8
,16/10/2012,7.5
,16/10/2012,5
,16/10/2012,6.4
,16/10/2012,2.6
,16/10/2012,1.7
,16/10/2012,2.1
,16/10/2012,4.7
,16/10/2012,4.6
,16/10/2012,7.8
,16/10/2012,5.6
,16/10/2012,4.9
,16/10/2012,4.9
,16/10/2012,2.1
,16/10/2012,2.1
,16/10/2012,7.2
,16/10/2012,2.1
,16/10/2012,10
,16/10/2012,4
,16/10/2012,4
,16/10/2012,7.2
,16/10/2012,4
,16/10/2012,3.5
,16/10/2012,6.4
,16/10/2012,4
,16/10/2012,4.3
,16/10/2012,3.5
,16/10/2012,2.1
,16/10/2012,7.8
,16/10/2012,3.5
,16/10/2012,6.9
,16/10/2012,4.9
,16/10/2012,4.9
,16/10/2012,4.3
,16/10/2012,4.9
,16/10/2012,4.3
,16/10/2012,4
,16/10/2012,4
,16/10/2012,3.5
,16/10/2012,6.8
,16/10/2012,3.5
,16/10/2012,4.3
,16/10/2012,4
,16/10/2012,5
,16/10/2012,3.5
,16/10/2012,4
,16/10/2012,3.6
,16/10/2012,3.5
,16/10/2012,9
,16/10/2012,1.7
,16/10/2012,4.3
,16/10/2012,2.1
,16/10/2012,7.5
,16/10/2012,7.5
,16/10/2012,3.5
,16/10/2012,3.5
,16/10/2012,5
,16/10/2012,4
Exec Code,16/10/2012,6.4
Exec Code,16/10/2012,6.4
,16/10/2012,3.3
,16/10/2012,4
,16/10/2012,3.5
,16/10/2012,3.5
,16/10/2012,6.4
,16/10/2012,2.1
,16/10/2012,1.5
,16/10/2012,4
,16/10/2012,10
,16/10/2012,3.5
,16/10/2012,4
,16/10/2012,5.5
,16/10/2012,4.3
,16/10/2012,4.3
,16/10/2012,4
,16/10/2012,6.5
,16/10/2012,4.3
,16/10/2012,4.3
,16/10/2012,10
,16/10/2012,10
,16/10/2012,10
,16/10/2012,4.3
,16/10/2012,3.5
,16/10/2012,4.3
,16/10/2012,4.9
,16/10/2012,2.1
,16/10/2012,4.3
,16/10/2012,3.5
,16/10/2012,3.5
,16/10/2012,3.5
,16/10/2012,4.3
,17/10/2012,4.4
,17/10/2012,5
,17/10/2012,4.3
,17/10/2012,5.5
,17/10/2012,4.3
,17/10/2012,4
,17/10/2012,6.8
,17/10/2012,2.1
,17/10/2012,3.5
,17/10/2012,5
,17/10/2012,4
,17/10/2012,4.3
,17/10/2012,4.3
,17/10/2012,4
,17/10/2012,4.9
,17/10/2012,3.5
,17/10/2012,5.5
,17/10/2012,3.6
,17/10/2012,3.5
,17/10/2012,2.1
,17/10/2012,5
,17/10/2012,2.1
,17/10/2012,2.1
Exec Code,18/10/2012,9.3
,18/10/2012,2.1
DoS Exec Code Overflow Mem. Corr.,18/10/2012,6.8
,20/10/2012,7.8
Bypass,20/10/2012,6.8
Exec Code Overflow,20/10/2012,8.5
DoS,20/10/2012,5
DoS Exec Code,20/10/2012,7.5
DoS,20/10/2012,7.8
XSS,22/10/2012,4.3
,22/10/2012,6.5
Exec Code Sql,22/10/2012,6.5
XSS,22/10/2012,4.3
XSS,22/10/2012,4.3
,22/10/2012,7.5
Exec Code Sql,22/10/2012,7.5
Exec Code Sql,22/10/2012,7.5
XSS,22/10/2012,4.3
CSRF,22/10/2012,6.8
Exec Code Sql,22/10/2012,7.5
XSS,22/10/2012,4.3
XSS,22/10/2012,4.3
,22/10/2012,3.6
DoS,22/10/2012,5
,22/10/2012,5.8
,22/10/2012,5.8
DoS,22/10/2012,4.3
Dir. Trav.,22/10/2012,4.6
DoS Exec Code Overflow,22/10/2012,4.4
DoS,22/10/2012,4
Exec Code,22/10/2012,7.5
Exec Code Sql,22/10/2012,7.5
XSS,22/10/2012,4.3
,22/10/2012,4.4
Exec Code,22/10/2012,8.5
,22/10/2012,2.1
CSRF,22/10/2012,6.8
Bypass,22/10/2012,4.3
Exec Code Sql,22/10/2012,7.5
XSS,22/10/2012,4.3
,22/10/2012,5.8
XSS,22/10/2012,4.3
Exec Code Overflow,23/10/2012,10
Exec Code,23/10/2012,10
Exec Code Overflow,23/10/2012,10
Exec Code Overflow,23/10/2012,10
Exec Code Overflow,23/10/2012,10
Exec Code Overflow,23/10/2012,10
,24/10/2012,4.3
XSS,24/10/2012,3.5
XSS CSRF,24/10/2012,6.8
,24/10/2012,7.5
DoS,25/10/2012,4.3
XSS,25/10/2012,4.3
XSS,25/10/2012,3.5
Exec Code Overflow,25/10/2012,9.3
Exec Code Overflow,25/10/2012,9.3
DoS Exec Code Overflow Mem. Corr.,25/10/2012,9.3
Exec Code Overflow,25/10/2012,9.3
Exec Code Overflow,25/10/2012,9.3
Exec Code Overflow,25/10/2012,9.3
,25/10/2012,10
Exec Code Sql,25/10/2012,7.5
Exec Code Sql,25/10/2012,7.5
Exec Code Overflow,25/10/2012,4.3
DoS,25/10/2012,5
DoS Exec Code,25/10/2012,9.3
Exec Code Sql,25/10/2012,7.5
Exec Code Sql,25/10/2012,7.5
XSS,25/10/2012,4.3
Exec Code Overflow,25/10/2012,10
CSRF,25/10/2012,6.8
XSS,25/10/2012,4.3
Exec Code Sql,25/10/2012,7.5
XSS CSRF,25/10/2012,4.3
Exec Code Sql,25/10/2012,7.5
XSS,25/10/2012,4.3
XSS,25/10/2012,4.3
Dir. Trav.,25/10/2012,5
Exec Code Sql,25/10/2012,7.5
Dir. Trav.,25/10/2012,5
Exec Code Sql,25/10/2012,7.5
Exec Code Sql,25/10/2012,7.5
XSS,25/10/2012,4.3
Exec Code Sql,25/10/2012,7.5
DoS Overflow,26/10/2012,4.3
DoS Overflow,26/10/2012,6.8
,26/10/2012,10
XSS,26/10/2012,4.3
DoS Exec Code Overflow,28/10/2012,6.8
DoS Overflow,29/10/2012,7.1
DoS Overflow,29/10/2012,7.1
Exec Code Overflow,29/10/2012,9
DoS Overflow,29/10/2012,7.8
DoS,29/10/2012,7.1
DoS,29/10/2012,7.1
Bypass,29/10/2012,5
Exec Code XSS,29/10/2012,5.1
XSS,29/10/2012,4.3
DoS Exec Code,30/10/2012,9.3
,31/10/2012,10
Exec Code Overflow,31/10/2012,6.8
Dir. Trav.,31/10/2012,6.4
XSS,31/10/2012,4.3
Bypass,31/10/2012,3.5
,31/10/2012,3.3
XSS,31/10/2012,4.3
DoS,31/10/2012,2.1
XSS,31/10/2012,4.3
XSS,31/10/2012,4.3
Bypass,31/10/2012,3.5
,31/10/2012,5
XSS,31/10/2012,2.1
,31/10/2012,4
Bypass,31/10/2012,4.3
XSS,31/10/2012,2.1
,31/10/2012,5.8
XSS,31/10/2012,4.3
,31/10/2012,5.8
,31/10/2012,5
XSS,31/10/2012,4.3
XSS,31/10/2012,4.3
,31/10/2012,5
,31/10/2012,5
DoS,31/10/2012,2.7
XSS,01/11/2012,2.1
DoS,01/11/2012,3.5
Dir. Trav.,01/11/2012,7.8
Exec Code Overflow,01/11/2012,10
DoS Exec Code Mem. Corr.,01/11/2012,10
DoS Exec Code Mem. Corr.,01/11/2012,10
DoS Exec Code Mem. Corr.,01/11/2012,10
Exec Code,02/11/2012,10
DoS Overflow,02/11/2012,7.8
Bypass,02/11/2012,7.5
XSS,02/11/2012,2.1
XSS,02/11/2012,2.1
,02/11/2012,4
CSRF,02/11/2012,6.8
DoS,02/11/2012,6.8
Bypass,03/11/2012,3.6
Bypass +Info,03/11/2012,5
DoS Exec Code,03/11/2012,5.1
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
Bypass,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
,04/11/2012,5.8
Exec Code Overflow,04/11/2012,6.8
,04/11/2012,5.8
,06/11/2012,5.8
,06/11/2012,5.8
,06/11/2012,5.8
,06/11/2012,5.8
,06/11/2012,5.8
,06/11/2012,5.8
,06/11/2012,5.8
,06/11/2012,5.8
Bypass,07/11/2012,5
Exec Code Overflow,07/11/2012,10
DoS Exec Code Overflow Mem. Corr.,07/11/2012,10
Exec Code Bypass,07/11/2012,10
Exec Code Overflow,07/11/2012,10
Exec Code Overflow,07/11/2012,10
Exec Code Overflow,07/11/2012,10
Exec Code Overflow,07/11/2012,10
DoS Overflow,07/11/2012,7.5
DoS Overflow,07/11/2012,7.5
DoS,07/11/2012,7.5
DoS,07/11/2012,7.5
DoS Overflow Mem. Corr.,07/11/2012,7.5
DoS Overflow,07/11/2012,5
DoS,07/11/2012,7.5
DoS,07/11/2012,7.5
